category,foodCode,foodName,englishName,edible,energyKCal,protein,fat,CHO
蔬菜类及其制品-野生蔬菜类,048060,野韭菜（鲜）［山韭］,Aging onion,100,44,3.7,0.9,7.2
蔬菜类及其制品-野生蔬菜类,048061,野菊（鲜）,Indian dendranthema,100,46,3.2,0.5,9.0
蔬菜类及其制品-野生蔬菜类,048062,野蒜（鲜）［小蒜，野葱］,"Wild onion, young leaf and bulb",82,34,1.0,0.4,7.7
蔬菜类及其制品-野生蔬菜类,048063,野苋菜（鲜）［假苋菜］,Wrinkledfruit amaranth,100,62,5.5,0.6,9.5
蔬菜类及其制品-野生蔬菜类,048064,茵陈蒿（鲜）［茵陈］,Capillary wormwood,100,65,5.6,0.4,12.0
蔬菜类及其制品-野生蔬菜类,048065,榆钱（鲜）,"Elm, young green fruit",100,45,4.8,0.4,7.6
蔬菜类及其制品-野生蔬菜类,048067,珍珠花菜,Clethra loosestrife,100,17,1.7,0.2,—
蔬菜类及其制品-野生蔬菜类,048068,紫花桔梗,Balloonflower,100,22,0.9,0.1,—
蔬菜类及其制品-野生蔬菜类,048069,紫萼香茶菜,Purplehair rabdosia,100,17,1.7,0.2,—
蔬菜类及其制品-野生蔬菜类,048070,苣荬菜（尖叶）［取荬菜，苦麻子］,Curly Endire bitter,100,19,2.0,0.0,—
蔬菜类及其制品-野生蔬菜类,048072,苜蓿子（干）［紫苜蓿子］,Medic,100,359,36.4,8.7,39.9
蔬菜类及其制品-野生蔬菜类,048073,茴芹（鲜）,Diversifolious pimpinella,100,22,0.9,0.1,17.0
蔬菜类及其制品-野生蔬菜类,048074,荠菜（鲜）［野荠］,Knotweed,65,13,0.7,0.2,2.7
蔬菜类及其制品-野生蔬菜类,048075,蒌蒿（鲜）,Seleng wormwood,100,57,3.7,0.7,9.0
蔬菜类及其制品-野生蔬菜类,048076,蕨菜（鲜）［龙头菜，如意菜］,Wild brake,100,42,1.6,0.4,9.0
蔬菜类及其制品-野生蔬菜类,048077,蕨菜（脱水）,"Bracken, dehydrated",100,302,6.6,0.9,79.7
蔬菜类及其制品-野生蔬菜类,048078,蕨麻（干）［鹅绒委陵菜］,Silverweed cinquefoil,100,357,12.6,1.4,75.0
蔬菜类及其制品-野生蔬菜类,048079,枸杞菜（鲜）［枸杞，地骨］,Wolfberry leaf,49,47,5.6,1.1,4.5
蔬菜类及其制品-野生蔬菜类,048080,酢浆草（鲜）［酸酸草，酸溜溜］,Garden sorrel,100,66,3.1,0.5,12.4
蔬菜类及其制品-野生蔬菜类,048081,苦苣菜［苦菜，天精菜］,"Common sow thistle, raw",100,32,3.1,0.6,4.5
蔬菜类及其制品-野生蔬菜类,048082,苜蓿［草头，金花菜］,"Alfalfa, raw",95,35,5.0,0.7,2.9
蔬菜类及其制品-野生蔬菜类,048083,鱼腥草（叶）［蕺菜，臭菜］,"Heartleaf houttuynia, leaf, raw",100,32,2.1,0.1,10.7
蔬菜类及其制品-野生蔬菜类,048084,鱼腥草（根）,"Heartleaf houttuynia, root, raw",86,63,2.1,0.1,19.5
蔬菜类及其制品-野生蔬菜类,048085,刺五加尖,"Acanthopanax senticosus, tender leaf",74,69,4.8,1.0,10.2
蔬菜类及其制品-野生蔬菜类,048086,枸杞叶,"leaf, Chinese wolf berry",100,34,3.0,1.3,5.3
蔬菜类及其制品-野生蔬菜类,048087,灰灰菜（干，藜）,"Chenopodium album Linn, wild vegetables",100,312,18.3,1.5,56.2
蔬菜类及其制品-野生蔬菜类,048088,荆芥,Herba schizonepetae,52,26,2.6,—,4.3
蔬菜类及其制品-鲜豆类,042101,扁豆［月亮菜］,Hyacinth bean，green，with husk，raw,91,41,2.7,0.2,8.2
蔬菜类及其制品-鲜豆类,042102,蚕豆（鲜）,Broad bean，with double seed coats,31,111,8.8,0.4,19.5
蔬菜类及其制品-鲜豆类,042103,刀豆（鲜）,Jackbean,92,40,3.1,0.3,7.0
蔬菜类及其制品-鲜豆类,042104,豆角,Kidney bean，green,96,34,2.5,0.2,6.7
蔬菜类及其制品-鲜豆类,042105,豆角（鲜，白）,Kidney bean，white,97,35,2.2,0.2,7.4
蔬菜类及其制品-鲜豆类,042106,荷兰豆,Snow pea，edible pod,88,30,2.5,0.3,4.9
蔬菜类及其制品-鲜豆类,042107,龙豆（鲜）,Kidney bean,98,36,3.7,0.5,5.0
蔬菜类及其制品-鲜豆类,042108,龙牙豆（鲜）［玉豆］,Kidney bean,93,19,2.6,0.2,2.4
蔬菜类及其制品-鲜豆类,042109,毛豆（鲜）［青豆，菜用大豆］,*Pale green* soybean，with seed coat,53,131,13.1,5.0,10.5
蔬菜类及其制品-鲜豆类,042110,四季豆（菜豆）,Beans，snap all season,96,31,2.0,0.4,5.7
蔬菜类及其制品-鲜豆类,042111,豌豆（带荚，鲜）［回回豆］,Pea，with pod,42,111,7.4,0.3,21.2
蔬菜类及其制品-鲜豆类,042112,豌豆尖,Pea shoots，tender greens,100,225,3.1,Tr,53.9
蔬菜类及其制品-鲜豆类,042113,油豆角（鲜）［多花菜豆］,Scarlet runner bean,99,25,2.4,0.3,3.9
蔬菜类及其制品-鲜豆类,042114,垅船豆（鲜）,Ridge bean，green,82,36,2.0,0.4,6.8
蔬菜类及其制品-鲜豆类,042115,芸豆（鲜）,Kidney bean，green,96,30,0.8,0.1,7.4
蔬菜类及其制品-鲜豆类,042117,豇豆（长）,Yardlong cowpea,98,32,2.7,0.2,5.8
蔬菜类及其制品-鲜豆类,042118,扁豆,Hyacinth bean，green，with husk，raw,96,32,2.3,0.2,7.4
蔬菜类及其制品-鲜豆类,042119,豇豆,Cowpea，common，with husk，raw,97,32,2.2,0.3,7.3
蔬菜类及其制品-鲜豆类,042120,四季豆［菜豆、芸豆］,Kidney bean，green，with husk，raw,96,24,2.0,0.2,6.0
蔬菜类及其制品-鲜豆类,042121,四棱豆［杨桃豆、翅豆］,Winged bean，with husk，raw,96,19,2.0,0.2,4.2
蔬菜类及其制品-鲜豆类,042122,甜脆荷兰豆［甜豆］,Sugar pea，with husk，raw,100,32,3.0,0.3,8.1
蔬菜类及其制品-鲜豆类,042201,发芽豆,Broad bean，sprouted，with seed coat,83,131,12.4,0.7,19.4
蔬菜类及其制品-鲜豆类,042202,黄豆芽,Soybean sprouts,100,47,4.5,1.6,4.5
蔬菜类及其制品-鲜豆类,042205,黄豆芽,Sprout，soybean，raw,100,39,4.4,1.6,3.6
蔬菜类及其制品-鲜豆类,042206,绿豆芽,Sprout，mung bean，raw,100,16,1.7,0.1,2.6
蔬菜类及其制品-鲜豆类,042207,黑豆苗,Seedling，black bean，raw,100,30,4.4,0.8,2.6
蔬菜类及其制品-鲜豆类,042208,豌豆苗,Seedling，pea，raw,100,32,4.8,0.8,2.6
薯类淀粉及其制品-淀粉类,022101,蚕豆淀粉,Broad bean starch,100,342,0.5,Tr,85.3
薯类淀粉及其制品-淀粉类,022102,豌豆淀粉,Pea starch,100,342,0.6,Tr,85.0
薯类淀粉及其制品-淀粉类,022103,玉米淀粉,Corn starch,100,346,1.2,0.1,85.0
薯类淀粉及其制品-淀粉类,022104,团粉［芡粉］,Mixed starch,100,348,1.5,Tr,85.8
薯类淀粉及其制品-淀粉类,022105,藕粉,Lotus root starch,100,373,0.2,Tr,93.0
薯类淀粉及其制品-淀粉类,022106,桂花藕粉,Lotus root starch，with osmanthus flower,100,344,0.4,0.1,85.3
薯类淀粉及其制品-淀粉类,022107,魔芋精粉［鬼芋粉，南星粉］,Giant arum flour,100,186,4.6,0.1,78.8
薯类淀粉及其制品-淀粉类,022108,淀粉（小麦）,Starch，wheat,100,351,0.2,0.5,86.0
薯类淀粉及其制品-淀粉类,022109,淀粉（大米）,Starch，rice,100,366,0.2,0.7,89.3
薯类淀粉及其制品-淀粉类,022110,淀粉（马铃薯）,Starch，potato,100,332,0.1,0.1,82.0
薯类淀粉及其制品-淀粉类,022111,淀粉（甘薯）,Starch，sweet potato,100,342,0.1,0.2,84.4
薯类淀粉及其制品-淀粉类,022112,煎炸粉,Potato starch flour，for pan-frying,100,331,12.1,1.4,73.6
薯类淀粉及其制品-淀粉类,022201,粉丝,Corn starch noodle，thin，dried,100,338,0.8,0.2,83.7
薯类淀粉及其制品-淀粉类,022202,豌豆粉丝,Pea starch noodle,100,368,0.4,Tr,91.7
薯类淀粉及其制品-淀粉类,022203,粉条,Pea starch noodle，broad，dried,100,338,0.5,0.1,84.2
薯类淀粉及其制品-薯类,021101,马铃薯［土豆、洋芋］,Potato，white,94,81,2.6,0.2,17.8
薯类淀粉及其制品-薯类,021102,马铃薯丁（脱水）,Potato，slab，dehydrated,100,344,5.7,0.5,80.7
薯类淀粉及其制品-薯类,021105,马铃薯（烤）,Potato，baked，peeled,100,70,1.8,0.1,16.4
薯类淀粉及其制品-薯类,021106,马铃薯（蒸）,Potato，steamed，peeled,100,69,3,Tr,15.3
薯类淀粉及其制品-薯类,021107,马铃薯（煮）,Potato，boiled，peeled,100,65,3.2,Tr,14.2
薯类淀粉及其制品-薯类,021108,马铃薯全粉,Potato flour,100,362,8.4,0.5,82.7
薯类淀粉及其制品-薯类,021201,甘薯（白心）［红皮山芋］,Sweet potato，white flesh,86,106,1.4,0.2,25.2
薯类淀粉及其制品-薯类,021203,甘薯片［白薯干］,Sweet potato slice，dried,100,344,4.7,0.8,80.5
薯类淀粉及其制品-薯类,021204,甘薯粉［地瓜粉］,Sweet potato flour,100,336,2.7,0.2,80.9
薯类淀粉及其制品-薯类,021205,甘薯（红心）［山芋、红薯］,Sweet potato，red flesh，raw,90,61,0.7,0.2,15.3
薯类淀粉及其制品-薯类,021301,木薯,Cassava,99,119,2.1,0.3,27.8
蛋类及其制品-鸡蛋,111101x,鸡蛋（代表值）,Chicken，egg,87,139,13.1,8.6,2.4
蛋类及其制品-鸡蛋,111102,鸡蛋（白皮）,Chicken，egg，white shell，whole,87,138,12.7,9.0,1.5
蛋类及其制品-鸡蛋,111104,鸡蛋（土鸡）,Chicken，egg，free range chicken，whole,88,138,14.4,6.4,5.6
蛋类及其制品-鸡蛋,111105,鸡蛋白,Chicken，egg white,100,60,11.6,0.1,3.1
蛋类及其制品-鸡蛋,111106,鸡蛋白（乌骨鸡）,Chicken，egg white，black-boned chicken,100,44,9.8,0.1,1.0
蛋类及其制品-鸡蛋,111107,鸡蛋黄,Chicken，egg yolk,100,328,15.2,28.2,3.4
蛋类及其制品-鸡蛋,111108,鸡蛋黄（乌骨鸡）,Chicken，egg yolk，black boned chicken,100,263,15.2,19.9,5.7
蛋类及其制品-鸡蛋,111109,鸡蛋（红皮）,,87,143,12.2,10.5,0.0
蛋类及其制品-鸡蛋,111110,鸡蛋（藏鸡蛋）,,86,162,12.6,11.3,2.4
蛋类及其制品-鸡蛋,111111,鸡蛋（乌鸡蛋，绿皮）,,88,170,12.6,10.6,6.1
蛋类及其制品-鸡蛋,111201,鸡蛋粉［全蛋粉］,Chicken，egg powder，whole,100,545,43.4,36.2,11.3
蛋类及其制品-鸡蛋,111202,鸡蛋黄粉,Chicken，egg yolk powder,100,644,31.6,55.1,5.3
蛋类及其制品-鸡蛋,111203,松花蛋（鸡蛋）,*Chicken，century egg， preserved in lime,83,178,14.8,10.6,5.8
蛋类及其制品-鸡蛋,111204,鸡蛋（煮）,,86,143,12.1,10.5,0.1
蛋类及其制品-鸡蛋,111205,毛蛋,,87,176,14.2,13.2,0.0
蛋类及其制品-鸡蛋,111206,荷包蛋（油煎）,,100,195,13.5,15.0,1.4
蛋类及其制品-鸡蛋,111207,荷包蛋（煮）,,100,155,12.3,11.7,0.2
蛋类及其制品-鸭蛋,112101,鸭蛋,Duck，egg，whole,87,180,12.6,13.0,3.1
蛋类及其制品-鸭蛋,112102,鸭蛋白,Duck，egg white,100,47,9.9,—,1.8
蛋类及其制品-鸭蛋,112103,鸭蛋黄,Duck，egg yolk,100,378,14.5,33.8,4.0
蛋类及其制品-鸭蛋,112104,海鸭蛋,,87,243,12.7,13.8,16.9
蛋类及其制品-鸭蛋,112201,松花蛋（鸭蛋）［皮蛋］,"Duck, century egg，preserved in powdered lime",90,171,14.2,10.7,4.5
蛋类及其制品-鸭蛋,112202,鸭蛋（咸鸭蛋，生）,"Duck，egg，whole，preserved in salt, raw",88,190,12.7,12.7,6.3
蛋类及其制品-鸭蛋,112203,鸭蛋（咸鸭蛋，煮）,,84,177,13.8,13.5,0.0
蛋类及其制品-鹅蛋,113101,鹅蛋,Goose egg，whole,87,196,11.1,15.6,2.8
蛋类及其制品-鹅蛋,113102,鹅蛋白,Goose egg white,100,48,8.9,—,3.2
蛋类及其制品-鹅蛋,113103,鹅蛋黄,Goose egg yolk,100,324,15.5,26.4,6.2
蛋类及其制品-鹅蛋,113104,鹅蛋（煮）,,85,177,12.7,13.6,1.0
蛋类及其制品-鹌鹑蛋,114101,鹌鹑蛋,Quail egg，whole,86,160,12.8,11.1,2.1
蛋类及其制品-鹌鹑蛋,114201,鹌鹑蛋（五香罐头）,Quail egg，whole，flavored with five spice，canned,89,152,11.6,11.7,0.0
谷类及其制品-其他,019001,高粱米,"Sorghum, broomcorn",100,360,10.4,3.1,74.7
谷类及其制品-其他,019002,糜子（带皮）,"Prosomillet, unhulled",100,336,10.6,0.6,75.1
谷类及其制品-其他,019003,糜子米（炒米）,"Prosomillet, roasted",100,376,8.1,2.6,80.5
谷类及其制品-其他,019004,苦荞麦粉,Tartarian buckwheat flour,100,316,9.7,2.7,66.0
谷类及其制品-其他,019005,荞麦,"Buckwheat, hulled",100,337,9.3,2.3,73.0
谷类及其制品-其他,019006,荞麦（带皮）,"Buckwheat, with hull",98,319,9.5,1.7,73.0
谷类及其制品-其他,019008,薏米［薏仁米，苡米］,"Adlay, *Job's tears*",100,361,12.8,3.3,71.1
谷类及其制品-其他,019009,薏米面,Adlay flour,100,351,11.3,2.4,73.5
谷类及其制品-其他,019010,荞麦面,"Buckwheat flour, refined",100,340,11.3,2.8,70.2
谷类及其制品-其他,019011,莜麦面,"Oat flour, refined",100,391,13.7,8.6,67.7
谷类及其制品-其他,019012,燕麦,Quinoa,100,338,10.1,0.2,77.4
谷类及其制品-其他,019013,藜麦（散装）,Quinoa (Green Agriculture),100,357,14.0,6.0,57.8
谷类及其制品-其他,019014,藜麦（散装）,Quinoa (AOJIA),100,367,10.4,7.5,58.5
谷类及其制品-其他,019201,高粱面面条,"Sorghum noodle, wheat flour added, dried, raw",100,304,7.0,0.2,68.7
谷类及其制品-大麦,014101,大麦［元麦］,Barley grain,100,327,10.2,1.4,73.3
谷类及其制品-大麦,014102,黑大麦,"Barley grain, naked, black, raw",100,327,10.2,2.2,74.3
谷类及其制品-大麦,014201,肚里黄,"Naked barley grain, yellow inside",100,337,8.8,1.2,76.7
谷类及其制品-大麦,014202,青稞,Naked barley grain,100,342,8.1,1.5,75.0
谷类及其制品-小米黄米,015101,小米,"Foxtail millet, hulled",100,361,9.0,3.1,75.1
谷类及其制品-小米黄米,015102,小米面,Foxtail millet flour,100,357,7.2,2.1,77.7
谷类及其制品-小米黄米,015103,小米粥,Foxtail millet porridge,100,46,1.4,0.7,8.4
谷类及其制品-小米黄米,015104,小米（黄）,"Foxtail millet, hulled, yellow, raw",100,364,8.9,3.0,77.7
谷类及其制品-小米黄米,015201,大黄米［黍子］,"Broomcorn millet, hulled",100,356,13.6,2.7,71.1
谷类及其制品-小米黄米,015202,黄米,"Broomcorn millet, hulled, yellow",100,351,9.7,1.5,76.9
谷类及其制品-小麦,011101,小麦,Wheat grain,100,338,11.9,1.3,75.2
谷类及其制品-小麦,011102,五谷香,Wheat grain，*Fragrant crops*,100,378,9.9,2.6,78.9
谷类及其制品-小麦,011201x,小麦粉（代表值）,Wheat flour,100,359,12.4,1.7,74.1
谷类及其制品-小麦,011202,小麦粉（富强粉，特一粉）,Wheat flour，refined，special grade1,100,351,10.3,1.1,75.2
谷类及其制品-小麦,011203,小麦粉（特二粉）,Wheat flour，refined，special grade2,100,352,10.4,1.1,75.9
谷类及其制品-小麦,011204,小麦胚粉,Wheat germ flour,100,403,36.4,10.1,44.5
谷类及其制品-小麦,011205,麸皮,Wheat bran,100,282,15.8,4.0,61.4
谷类及其制品-小麦,011206,小麦粉（标准粉）,Wheat flour，moderately refined，standard grade,100,362,15.7,2.5,70.9
谷类及其制品-小麦,011207,小麦粉（富强粉、特一粉）,Wheat flour，refined，special grade 1,100,362,12.3,1.5,74.9
谷类及其制品-小麦,011208,小麦粉（特制）,Wheat flour，specially refined,100,366,13.3,2.2,73.5
谷类及其制品-小麦,011301x,挂面（代表值）,Wheat noodle，dried,100,353,11.4,0.9,75.1
谷类及其制品-小麦,011302,挂面（标准粉）,Wheat noodle，standard grade wheat flour，dried,100,348,10.1,0.7,76.0
谷类及其制品-小麦,011304,挂面（精制龙须面）,Wheat noodle，lysine enriched wheat flour，dried,100,348,11.2,0.5,74.7
谷类及其制品-小麦,011305x,面条（生，代表值）,Wheat noodle，fresh,100,301,8.9,0.6,65.6
谷类及其制品-小麦,011306,面条（标准粉，切面）,Wheat noodle，standard grade wheat flour，fresh,100,283,8.5,1.6,59.5
谷类及其制品-小麦,011308,面条（特粉，切面）,Wheat noodle，special grade 1 wheat flour,100,287,7.3,0.1,64.5
谷类及其制品-小麦,011310,面条（干切面）,Wheat noodle，dried,100,355,11.0,0.1,77.7
谷类及其制品-小麦,011311,面条（虾蓉面）,Wheat noodle，shrimp flavoured,100,436,8.5,15.1,68.3
谷类及其制品-小麦,011312,通心面［通心粉］,Wheat macaroni,100,351,11.9,0.1,75.8
谷类及其制品-小麦,011313,挂面（富强粉）,Noodle，from refined wheat flour，dried，raw,100,363,13.0,1.5,74.7
谷类及其制品-小麦,011314,龙须面（素）,Vermicelli，from wheat flour，plain or vegetarian，dried，raw,100,359,10.8,1.8,75.7
谷类及其制品-小麦,011315,龙须面（鸡蛋）,Vermicelli，from wheat flour，egg powder added，dried，raw,100,352,14.0,1.8,71.5
谷类及其制品-小麦,011316,面条（富强粉，切面）,Noodle，from refined wheat flour，fresh，raw,100,277,8.9,0.4,60.7
谷类及其制品-小麦,011317,面条（富强粉，煮）,Noodle，from refined wheat flour，boiled，drained,100,107,3.9,0.4,22.8
谷类及其制品-小麦,011401,花卷,Wheat bun，leavened，salted and twisted，steamed,100,214,6.4,1.0,45.6
谷类及其制品-小麦,011402,空锅饼,Wheat bun，leavened，baked,100,278,8.6,0.2,60.9
谷类及其制品-小麦,011403,烙饼（标准粉）,Wheat pancake，standard grade wheat flour，unleavened,100,258,7.5,2.3,52.9
谷类及其制品-小麦,011404x,馒头（代表值）,Wheat bun，leavened，steamed,100,223,7.0,1.1,47.0
谷类及其制品-小麦,011405,馒头（标准粉）,Wheat bun，leavened，standard grade wheat flour，steamed,100,236,7.8,1.0,49.8
谷类及其制品-小麦,011407,烧饼（加糖）,Wheat bread，leavened，baked with sesame seeds and sugar,100,298,8.0,2.1,62.7
谷类及其制品-小麦,011408,油饼,Wheat pancake，deep-fried,100,403,7.9,22.9,42.4
谷类及其制品-小麦,011409,油条,Wheat dough stick，deep-fried,100,388,6.9,17.6,51.0
谷类及其制品-小麦,011410,花卷（加牛奶）,Bun，twisted，form refined wheat flour，milk and salt added，leavened，steamed,100,282,6.5,3.2,58.9
谷类及其制品-小麦,011411,馒头（富强粉）,Bun，from refined wheat flour，leavened，steamed,100,235,7.1,1.3,50.9
谷类及其制品-小麦,011501,水面筋,Wheat gluten，fresh,100,142,23.5,0.1,12.3
谷类及其制品-小麦,011502,油面筋,Wheat gluten，deep-fried,100,492,26.9,25.1,40.4
谷类及其制品-小麦,011503,面筋（肉馅）,Wheat gluten，filled with mince pork,100,364,16.2,33.2,0.1
谷类及其制品-玉米,013101,玉米（鲜）,"Corn, fresh",46,112,4.0,1.2,22.8
谷类及其制品-玉米,013102,玉米（白，干）,"Corn grain, white, dried",100,352,8.8,3.8,74.7
谷类及其制品-玉米,013103,玉米（黄，干）,"Corn grain, yellow, dried",100,348,8.7,3.8,73.0
谷类及其制品-玉米,013104,玉米面（白）,"Corn flour, white",100,352,8.0,4.5,73.1
谷类及其制品-玉米,013106,玉米面（强化豆粉）,"Corn flour, enriched with soybean flour",100,352,11.8,4.9,68.3
谷类及其制品-玉米,013108,玉米粒（黄、干）,"Corn grain, yellow, dried, raw",100,327,8.0,0.8,79.2
谷类及其制品-玉米,013109,玉米面（黄）,"Corn flour, yellow, dried, raw",100,350,8.5,1.5,78.4
谷类及其制品-玉米,013110,玉米糁（黄）,"Corn grits, yellow, dried, raw",100,326,7.4,1.2,78.7
谷类及其制品-玉米,013201,玉米笋（罐头）,"Baby corn, sweet, canned",100,16,1.1,0.2,4.9
谷类及其制品-玉米,013202,玉米面面条,"Corn noodle, wheat flour added, dried, raw",100,350,6.6,0.3,80.5
谷类及其制品-稻米,012001x,稻米（代表值）,"Rice, grained",100,346,7.9,0.9,77.2
谷类及其制品-稻米,012101,粳米（标一）,"Round grained rice, standard grade 1",100,345,7.7,0.6,77.4
谷类及其制品-稻米,012102,粳米（标二）,"Round grained rice, standard grade 2",100,347,8.0,0.6,77.7
谷类及其制品-稻米,012103,粳米（标三）,"Round grained rice, standard grade 3",100,346,7.2,0.8,77.6
谷类及其制品-稻米,012104,粳米（标四）,"Round grained rice, standard grade 4",100,347,7.5,0.7,78.1
谷类及其制品-稻米,012105,粳米（特等）,"Round grained rice, special grade",100,335,7.3,0.4,75.7
谷类及其制品-稻米,012106,粳米（极品精米）,"Rice, round grain, refined, raw",100,343,6.4,1.2,78.1
谷类及其制品-稻米,012107,粳米（西域王米）,"Rice, round grain, refined, raw, from Xinjiang",100,353,7.5,1.8,77.0
谷类及其制品-稻米,012108,粳米（小站稻米）,"Rice, round grain, refined, raw, from Tianjin",100,346,6.9,0.7,79.2
谷类及其制品-稻米,012201,籼米（标一）,"Long grained rice, standard grade 1",100,348,7.7,0.7,77.9
谷类及其制品-稻米,012202,籼米（标准）［机米］,"Long grained rice, standard grade",100,349,7.9,0.6,78.3
谷类及其制品-稻米,012203,籼米（优标）,"Long grained rice, special grade",100,350,8.3,1.0,77.3
谷类及其制品-稻米,012204,早籼,"Long grained rice, early crop, unhulled",64,361,9.9,2.2,76.2
谷类及其制品-稻米,012205,早籼（标一）,"Long grained rice, early crop, standard grade 1",100,352,8.8,1.0,77.2
谷类及其制品-稻米,012206,早籼（标二）,"Long grained rice, early crop, standard grade 2",100,346,9.5,1.0,75.1
谷类及其制品-稻米,012207,早籼（特等）,"Long grained rice, early crop, special grade",100,347,9.1,0.6,76.7
谷类及其制品-稻米,012208,晚籼（标一）,"Long grained rice, late crop, standard grade 1",100,346,7.9,0.7,77.3
谷类及其制品-稻米,012209,晚籼（标二）,"Long grained rice, late crop, standard grade 2",100,344,8.6,0.8,75.7
谷类及其制品-稻米,012210,晚籼（特等）,"Long grained rice, late crop, special grade",100,342,8.1,0.3,76.9
谷类及其制品-稻米,012211,籼稻（红）,"Long grained rice, red, unhulled",64,348,7.0,2.0,76.4
谷类及其制品-稻米,012212,黑米,"Long grained rice, purple",100,341,9.4,2.5,72.2
谷类及其制品-稻米,012213,香米,"Long grained rice, fragrant",100,347,12.7,0.9,72.4
谷类及其制品-稻米,012214,籼米,"Rice, long grain, moderately refined, raw",100,340,7.5,1.1,78.0
谷类及其制品-稻米,012215,香米,"Rice, long grain, fragrant, refined, raw",100,342,8.4,0.7,77.2
谷类及其制品-稻米,012216,糙米,brown rice,100,348,7.7,2.7,75
谷类及其制品-稻米,012301,糯米［江米］,"Glutinous rice, regular grade",100,350,7.3,1.0,78.3
谷类及其制品-稻米,012302,优糯米,"Glutinous rice, special grade",100,345,9.0,1.0,75.3
谷类及其制品-稻米,012303,早糯谷,"Glutinous rice, early crop, unhulled",64,360,7.1,3.2,77.0
谷类及其制品-稻米,012304,紫红糯米［血糯米］,"Glutinous rice, purple",100,346,8.3,1.7,75.1
谷类及其制品-稻米,012305,粳糯米,"Glutinous rice, round grained",100,344,7.9,0.8,76.7
谷类及其制品-稻米,012306,籼糯米,"Glutinous rice, long grained",100,352,7.9,1.1,78.0
谷类及其制品-稻米,012401x,米饭（蒸，代表值）,"Rice, steamed",100,116,2.6,0.3,25.9
谷类及其制品-稻米,012402,粳米饭（蒸）,"Round grained rice, steamed",100,118,2.6,0.3,26.2
谷类及其制品-稻米,012404,粳米粥,"Round grained rice, porridge",100,46,1.1,0.3,9.9
谷类及其制品-稻米,012405,籼米粉［排米粉］,"Long grained rice noodle, dried",100,356,7.4,0.1,81.5
谷类及其制品-稻米,012406,籼米粉（干，细）,"Long grained rice noodle, dried and thin",100,346,8.0,0.1,78.3
谷类及其制品-稻米,012407,高蛋白豆米粉（籼米）,"Long grained rice flour, high-protein, soybean flour enriched",100,414,16.5,7.1,71.0
谷类及其制品-稻米,012408,籼米饭（蒸）,"Rice, long grain, moderately refined, steamed",100,117,3.0,0.4,26.4
谷类及其制品-稻米,012409,籼米粥,"Rice porridge, long grain, moderately refined, boiled",100,59,1.3,0.2,13.4
谷类及其制品-稻米,012410,米粉,"Rice noodle, dried, raw",100,349,0.4,0.8,85.8
谷类及其制品-稻米,012411,河粉,"Rice noodle, flattened, dried, raw",100,359,7.7,1.5,79.2
鱼虾蟹贝类-其他,129001,海参,"Sea cucumber, fresh",100,78,16.5,0.2,2.5
鱼虾蟹贝类-其他,129002,海参（干）,"Sea cucumber, dried",93,262,50.2,4.8,4.5
鱼虾蟹贝类-其他,129003,海参（水浸）,"Sea cucumber, soaked in water",100,25,6.0,0.1,0.0
鱼虾蟹贝类-其他,129004,海蜇皮,"Jellyfish, bell",100,33,3.7,0.3,3.8
鱼虾蟹贝类-其他,129005,海蜇头,"Jellyfish, arm",100,74,6.0,0.3,11.8
鱼虾蟹贝类-其他,129006,墨鱼（鲜，曼氏无针乌贼）,"Cuttlefish, fresh",69,83,15.2,0.9,3.4
鱼虾蟹贝类-其他,129007,墨鱼（干，曼氏无针乌贼）,"Cuttlefish, dried",82,287,65.3,1.9,2.1
鱼虾蟹贝类-其他,129008,鱿鱼（鲜，中国枪乌贼）［枪乌贼］,"Squid, fresh",97,84,17.4,1.6,0.0
鱼虾蟹贝类-其他,129009,鱿鱼（干，中国枪乌贼）,"Squid, dried",98,313,60.0,4.6,7.8
鱼虾蟹贝类-其他,129010,鱿鱼（水浸）,"Squid, soaked in water",98,75,17.0,0.8,0.0
鱼虾蟹贝类-其他,129011,乌鱼蛋,Cuttlefish roe,73,66,14.1,1.1,0.0
鱼虾蟹贝类-其他,129012,章鱼（章鱼肉）［八爪鱼］,Octopus ocellatus,100,52,10.6,0.4,1.4
鱼虾蟹贝类-其他,129013,章鱼［八爪鱼］,"Octopus, Octopodidae",78,135,18.9,0.4,14.0
鱼虾蟹贝类-其他,129014,甲鱼蛋,,100,128,12.5,7.3,3.0
鱼虾蟹贝类-其他,129015,乌龟（龟板）,,28,466,9.9,44.4,6.8
鱼虾蟹贝类-其他,129016,乌龟（肉）,,100,250,14.5,21.1,0.4
鱼虾蟹贝类-其他,129017,金鲨鱼翅（干）,,100,350,84.1,0.5,2.3
鱼虾蟹贝类-其他,129018,鱼翅（干）,,100,362,88.4,0.9,0.0
鱼虾蟹贝类-其他,129019,棘参（鲜）,,53,21,4.1,0.0,1.2
鱼虾蟹贝类-其他,129020,海参（干）,,100,302,64.0,0.9,9.5
鱼虾蟹贝类-其他,129021,梅花参（泡发）,,100,73,11.7,0.9,4.5
鱼虾蟹贝类-其他,129022,墨鱼（干）,,85,313,71.6,1.1,4.2
鱼虾蟹贝类-其他,129301,墨鱼圈,,100,72,13.0,2.2,0.0
鱼虾蟹贝类-其他,129302,墨鱼丸,,100,128,13.4,4.7,8.0
鱼虾蟹贝类-虾,122101,白米虾［水虾米］,*White rice* shrimp,57,81,17.3,0.4,2.0
